app_id,app_name,review_text,review_score,review_votes
273110,Counter-Strike Nexon: Studio,Craftable overpowered weapons? yep im done.,-1,0
225080,Brothers - A Tale of Two Sons,"First of all, to set your expectations for this game:   There are light puzzle elements, but for the most part this game is about the journey rather than the particular challenges you are faced with.   This is a beautiful game (graphics, music, and emotionally) that blurs the line between video-games and art. Definitely worth a buy, although keep in mind the playtime is roughly 2.5 - 3.0 hours so budget accordingly. I'm a mid-30s year old man, and the emotional impact of the story was enough to leave tears in my eyes.",1,0
8870,BioShock Infinite,"This game is an amazing sequel to the previous 2 games, still i perfer the other 2, but holy ♥♥♥♥ this was awesome too! And if you played the other 2 then to have your mind ♥♥♥♥ed and then blown! And even then its still has so many plot twist, amazing story and excellent gameplay, what i didnt like about the game was that it lost its horror aspect, along with puzzlesolving and difficulty.  9/10",1,0
227940,Heroes & Generals, Early Access Review,-1,0
48000,LIMBO,"This game is as much an art piece as it is a platformer. Stark visuals lend an almost impersonal feel that is balanced with genuine remorse (sometimes horror) when you end up killing your little buddy via any of the gruesome methods available. Some puzzles can be challenging, but I found myself playing through it as a story/modern art piece more than as a truly difficult game. Still a 9/10 for me, well worth the price it's available for.",1,0
238090,Sniper Elite 3,Testicle Hunter 3 is the best testicle hunting game ever. 2/2 testicles. Would sterilize again?,1,1
400,Portal,"Where to begin? At first, you think, this is just a puzzle game with no real story behind it. Then, you realize, this is more than just about solving puzzles with portals. Portal combines a plain ol' puzzle game with an action packed storyline. GLADos isn't what you thought.",1,0
209000,Batman™: Arkham Origins,"It's basicly Batman : Arkham City, renamed to Batman : Arkham Origins.",-1,0
252410,SteamWorld Dig,One of the most enjoyable game I've ever played!,1,0
381210,Dead by Daylight,"Probably one of my favorite games of 2016. I enjoyed both playin survivor, and killer.",1,0
304930,Unturned, Early Access Review,1,0
212500,The Lord of the Rings Online™,"Many bugs glitches and wrong fixes, i probaly go for buyed games, not because these are better ; but it fixes alot more GOOD",-1,0
374320,DARK SOULS™ III,Hands down one of the best 'Souls' Franchise games available to date next to Bloodborne. 10/10 for me!,1,0
339440,Critical Annihilation, Early Access Review,1,0
113400,APB Reloaded,Good Game for free ,1,0
570,Dota 2,Everyone expects to go PRO in DotA 2... I wouldn't play this if you're not really good at this type of game. (Always play Drow Ranger if you're new),1,0
226700,Infestation: Survivor Stories 2020,The gun i used to kill myself after this game worked 10/10,1,0
620,Portal 2,"The cake is a lie, this game isnt",1,0
304050,Trove,I believe that this game is truly amazing and there is always something different to do no matter really what you like to do if it is build or explore or whatever I think that this game is amazing and definately a recommendation for anyone who likes action adventure,1,0
291480,Warface,iv only played a little of it but this game is fun to play some the machanics are wierd but they are ok,1,0
4000,Garry's Mod,"Don't play this unless you have at least an 8 mb/s connection. Vanilla servers don't exsist anymore. Every server forces you to download countless ♥♥♥♥♥♥ models and more often than not it makes you download them via the workshop which doesn't give you an accurate progress bar. Have fun starring at a progress bar which just keeps cycling over and over again and leaves you blind as to when the item will actually be done downloading. For people who aren't privlleged with a fast connection, this game is merly a file downloading simulator and nothing more. I'm off to find a game I can actually play now. Keep in mind it never used to be this bad. At the moment however, people are to fond of loading their servers with pointless crap and making you download it from the workshop whilst connecting. I guess server owners have to have as much uneeded assets as possible in their servers or else their balls will fall off. Good game, just not accessable.",1,0
420,Half-Life 2: Episode Two,We really need sequel soon... so this is the best nomination for this game Game That Deserves A Sequel,1,0
31290,Back to the Future: Ep 1 - It's About Time,"This is one of the best video games I have ever played. I wood hily recomend it to any one who likes back to the future, even it they dont play video games. It is so awesome. I realy hope they will make another one to explane the end.",1,0
32470,STAR WARS™ Empire at War: Gold Pack,This game is a must have for Star Wars fans!! especially for strategy lovers! ,1,0
258180,Deus Ex: The Fall, Short version: 67%,1,1
239430,Q.U.B.E: Director's Cut,"I don't think this is worth 10 dollars, took me 2 hours to beat and considering it's so short the writing was pretty sub-par.  In fairness I didn't 100% the game or anything but I played through till the final cutscene which is beat enough for me. The extra content I skipped is just like speedrunning the same content, nothing to write home about.",-1,0
570,Dota 2,"I love to play computer games. I have tried quite a few. I usually do not linger long on one, and always looking for something interesting and newer. But after my first match in Dota 2, I felt that my search is over. And now I understand that this is - the best online game. Many will say that this game quickly bored because all the time to play on one card - not interested. However, each new match - a unique match: other characters, new combinations, new opponents - all this makes me every day again and again to open Dota 2 because you can not only play, but also to find friends with common interests, making money and just have fun time. So really making money! Try it and you will like it also!",1,0
203160,Tomb Raider,game is really good! fun! 9/10,1,0
312530,Duck Game,Oh Duck Game.. How I love thee.. Let me count the ways:  1) The gameplay is crazy fun. Controls like a dream. 2) So many silly weapons and levels! 3) The matches are fast and the silliest stuff can happen. 4) You can do basically anything in this game that you want. Like quack. 5) The music is ultra sweet. 6) Works flawlessly. 7) You don't mind losing because you probably lost in a very funny way. 8) I play with a keyboard. 9) Best played on Local Multiplayer. Online multiplayer doesn't support all the features yet.  GOTY 2015,1,0
47890,The Sims(TM) 3,my life is boring simulator 10/10,1,0
220200,Kerbal Space Program, Early Access Review,1,0
437220,The Culling, Early Access Review,1,0
230270,N++,I played the original N (freeware) for dozens for hours and I finally get to compensate the developers for all of the pain and joy N has brought me.  N++ is a wonderful game for platformer masochists. I highly recommend this game to fans of Super Meat Boy.  ,1,0
313160,Farming Simulator 15,"This game is AWESOME! Beats FS2013 by a longshot. This one has great graphics as well as great gameplay. Also cool new tractors, and tree harvesting! Best agriculture simulator game I've played.",1,0
226560,Escape Dead Island,"Got this during an 80% off sale, pretty sweet game for the price. It's like a tell-tale game but with more combat.",1,0
227940,Heroes & Generals, Early Access Review,-1,0
244160,Homeworld Remastered Collection,"1999 Was the year that an iconic, inovative and ground breaking RTS came out. Here we are in 2015 and that game is back in the public eye and relevant again. All I am going to say is, grab this if you're an RTS fan.",1,0
17450,Dragon Age: Origins,"Dragon Age: Origins is one of the best RPG games you can ever play. The characters are solid, nightmare difficulty is awesome and interactions with your party members really make you feel like you are in the game.Best game ever played.",1,0
214950,Total War: ROME II - Emperor Edition,300 Hrs and still counting.,1,1
206440,To the Moon,"This game is just a wonderful point'n'click. I laughed and got the feels while playing it. Seriously, it will suck man tears out of your eyes but will also make you laugh your butt off. It's like reading a really, really good book.",1,0
10090,Call of Duty: World at War,this game is awesome for custom zombies so if you dont know any websites for custom zombies maps go to ugx mods they got good maps(just sayin),1,0
250900,The Binding of Isaac: Rebirth,"Tons of fun, lots of replayabilty, a game worth the price easy. If your into a game with comeplete randomess and takes skill. This is it.",1,0
24240,PAYDAY: The Heist,"Excellent little gem this game. I find it very unique and fun, at times it also makes me chuckle. Definitely pick this up.",1,0
391540,Undertale,Its a great game with a massive following and I love the game features. If Toby Fox see this tell him I love the game and 'if you are' cant wait for the sequeal,1,0
200510,XCOM: Enemy Unknown,"Great game! One of the best original games I have played in a long time. Its one of those games where you are running out of time to get stuff done in the real world but you just go, oh what the heck, one more battle, one more upgrade.  I also get a little emotional when one of my guys die who have been with me for awhile.  Look if you have not play this yet, you better get into this now!",1,0
22330,The Elder Scrolls IV: Oblivion ,"Only a few hours in, and although there aren't too many character customization options like Skyrim does. Ho-ly crap does it make up for the tons of content. I feel like this is the Fallout 3 to Fallout 4, whereas the newer game dumbed down the game a little to cater towards more players, but the earlier one has much better gameplay overall.  3 hours in, and planning on more, as much as my statements probably don't count, considering low playtime. I do reccomend this game, and while it may be confusing at first if you've already played Skyrim, its super addicting.  Please, do yourself a favor, and if you have a life, don't buy this game, but if you don't like the rest of us basement dwellers, pick it up, its totally worth the price.",1,1
48000,LIMBO,"LIMBO is a very unique game. It's unsettling, but in a good way. It feels like there's something just WAITING to jumpscare you, however, there isn't. which I find creepier than jumpscares, another example of a Horror, but not really game is 'Gone Home' (which isn't as good as this one) Even though i haven't finished, this game just DESERVED a good review. the death scenes are very creative, Also, You're not given a story, you make your own story. Some of the puzzles can be...a little...very...EXTREMLY...Rage-inducing. But in a good way! Because when you DO complete a puzzle, the feeling is better than an easy puzzle game. Personally, i recommend 'Limbo Video Walkthrough By Singularity' If you get stuck, and it's usually the first guide. here's the link:  http://steamcommunity.com/sharedfiles/filedetails/?id=555697017  In the end, Limbo is an amazing game! i'm supperised they ever mad eit free for a short time. things like this deserve to be supported. Wonderful game 10/10 IG-BREN",1,0
391540,Undertale,"Do you think that you want to buy undertale? Here's a better question, do you wanna have a bad time? If you press that green 'Add to Cart' button, you are NOT going to have a bad time. Trust me.  Scoring (Spoilers):  *Best dating simulator ever invented-9999/10 *Genocide Sim-19/10 *Pacifist sim-1/1 *Again, dating a dinosaur and a skeleton, who could refuse?-2/2 *7 Dogs... maybe.-7/? *RPG Like Earthbound-10/10 *Bullethell Game-10/10 *Point and Click adventure!-0/10 (No parts include using your mouse, phew) *Fid the seCRet tem vilage! yaYA! buy them flaks, bOI! 10/10 *Dog and cat hybrid to sell your items-10/10 *Burger Pants.10/10 *Upgrades to make a perfectly fine thing go ugly (Mettaton to Mettaton Ex/Mettaton Neo)-10/10 *Plenty of healing items *Also a platformer-Super Mario/UNDERTALE *Also, this game is a top-down shooter *Don't forget, it's also an RPG sim! *Real Life sim! *Corny Skelejokes! *Im running out of things to say... *Awesome Soundtrack-10/10 *Getting Dunked on by a skeleton-GEEETTTTTTTTT DUNKED ON!!!!/sans. *Final boss that is very relevant to the story.-seriAl murDerer/True Pacifist *Multiple endings, in which your choices MATTER!-10/10 *Confusing Main Character Advancement and Plot-Frisk/Chara *Cell Phone sim?-10/10 *Nerdy Dinosaur-Anime/Fandom *The hardest quiz ever in game-10/10 *SPAGHETTI!-90/90 *Skeleton Brothers-sans/Papyrus (^This game made me love the two worst fonts in history.) *Plenty of Emotions, just play the game right now.",1,0
105600,Terraria,Awesome game must have! totally worth it.,1,0
304050,Trove,I played this game for an hour. The other 17.2 hours were trying to set up an account so I can play this game.    Still not fun.    2/10,-1,1
34330,Total War: SHOGUN 2,Very good game cant beleave this game was made 4/5 years ago so good ,1,0
273350,Evolve Stage 2,"The problem I had has been fixed, now I for sure recommend this game.",1,0
247730,Nether,"I've always been a fan of nether playing the game even though there were a lot of cheaters and this pay2win system. Just because the game was so good! After the developement stopped i slowly stopped to, but theres the new chance. Wish you all good look in the world of Nether",1,0
239250,Castlevania: Lords of Shadow 2,8/10 Dracula's weakness is shotguns.,1,0
1250,Killing Floor,"This game is a great zombie game. Worth the dosh. Has a lot of maps, weapons, steam achievements and can be run on a low budget computer.",1,0
105600,Terraria,"This game is awesome. The way everything fits for the style of game really impressed me. There's always something new you can find, and if you feel like starting a new world but don't want to grind for good gear your character carries over your equipment. It really caters to player skill, if you don't want to fight hard bosses, you don't have to. If you don't want to have harsh penalties for death there's that too! 9/10",1,0
242860,Verdun,They need to fix some bugs in the game.,-1,0
216090,Go Home Dinosaurs!,More than meets the eye. The game play is far from its cuteness design and its satisfy the thirst for tower defense game,1,0
438920,Legends of Callasia,"Hidden gems, that's why I love the gaming industry so much. From the day I have discovered Gothic, I was looking for the next game that will take me by suprise and keep me playing for hours.  I have always enjoyed sort of table top/board game/risk like games. We have had some in the past like 2-3 risk games, Slay by Sean O'Connor or Desktop Dungeons. I was wondering what will be the next one to capture my attention and here it is: Legends of Callasia.  This game is an excellent example that there is still room for improvement within an existing genre. It has it's own unique style and what it aims to achieve it does superbly so.  I have recently finished Rise of Tomb Raider and have been frustrated by the game's artificially inflated systems that were design to create an impression there is variation and different options. Instead RoTR has created a boring environment where I was just getting frustrated that devs have introduced 2-3 things that are basically the same and are not only pointless but also annoying, like the arrow head climbing.   In Legends of Callasia every card, every unit or building serves a specific function and has it's use. I also enjoy the visuals, they are crips, bright colours allowing you to quickly read the situation on the map. Little touches like clouds or dragons flying over the map show the attention to detail. I also greatly enjoy the short briefings before each campaign mission which give you useful info on where from to expect an attack.   Games even has room for some plot twists. That along side with custom objective in the campaign really creates nice challage. Another thing worth mentioning is the replayability value and it is pretty great in this game. I have played one map multiple time and each time I ended up executing different strategies.  Game always you to skip battles if you do not wish to watch them.  The only two things I would list as negatives (not ruining the experience but fixing of those would make the game near perfect): - if there was some well design system to actually play battles manually that would add another layer of depth, but this would have to be well designed really or otherwise it would spoil a great game - I wish there was a way to complete skip watching the time between turns and make it go faster, but I know that many turn based games suffer from it (total war series for example).  TL:DR version: Great game, offering good level of chalange, engaging, with both single and multiplayer, worth it's full price.",1,0
292030,The Witcher 3: Wild Hunt,"The best 700 mexican pesos I spent in my life, for real 16 DLC free, 2 expansions also free, and I mean free because that price covered the season pass. Anyways, this game is very very very well done, they put attention to little details I absolutely rate this a 10/10 without a doubt, masterpiece, top 5 games of all time.",1,0
233270,Far Cry® 3 Blood Dragon,Ultimately it plays like Far Cry 3 with minor tweaks and a new art style. If you want more Far Cry 3 go for it. If you were expecting something different and crazy don't bother.,-1,0
570,Dota 2,This game is so cool!,1,0
221640,Super Hexagon,I like the part when you shoot that one guy,1,0
427520,Factorio, Early Access Review,1,0
233150,LUFTRAUSERS,  This has gotten my quality seal of approval. See why down below.,1,0
570,Dota 2,This game is really fun.. Ive been playing DoTa since I was small when it was stil DoTA 1,1,0
319630,Life is Strange™,If you dont believe that video games can be art just play this game. Youll be taking selfies in no time.,1,0
250400,How to Survive,Would be better if there were people who play multiplayer.,1,1
220240,Far Cry® 3,As a game I recomend it if you can get past the Uplay,1,0
214490,Alien: Isolation,"After nearly 3 months I finally beat this game on the normal difficulty setting. No other movie/sci fi license has had a game do it justice the way CA did justice to the Alien franchise. From the lighting/music/sound...it is simply perfect.  I'm probably one of the only few folks on Steam who has actually seen the original Alien in a theater so I can truly say I have been waiting 35 years for this game...Thank you CA. It took a strategy developer to get it right, go figure...  AMAZING!",1,0
233450,Prison Architect,It's a 'lock em up'... 10/10,1,1
305620,The Long Dark, Early Access Review,1,0
405970,Flat Kingdom Paper's Cut Edition,"Flat Kingdom is the Steam debut of talented Mexican developers Fat Panda Games. The team hail from the region of Yucatán which includes the city of Merida. Their mission is to deliver games that are fun and feature balanced gameplay and great graphics. They are inspired by great games of the past but have a desire to put unique personality into their games. Prior to being known as Fat Panda Games the team created mobile games under the banner of Ghost Apocalypse teaming with RCK Games and Lobo with Shotguns. The team intends to port Flat Kingdom to PlayStation 4.  The first thing that I gained a deep sense of prior to the game beginning was that the game was developed around a level of lore not usually seen in many platforming games. It is clear that the story and the world really meant a lot to the developers as they were building their game. It appears that every decision is based upon this lore and as a consequence one of the game’s greatest strengths is its cohesion.  One of the aspects of the game that I have enjoyed most to date is the papercraft art. Thanks to games such as Tearaway this art style has become increasingly popular in games and great artists have been able to create beautifully vivid games with the technology available to them. It’s a lot of work but when it pays off it does so in a dramatic fashion. The game is colorful and bright and is a real joy to watch as you play throughout the game. Another aspect of the presentation that I thoroughly appreciated was the soundtrack of the game. I’m a big fan of Manami Matsumae who created the soundtrack to games such as Mega Man and Shovel Knight.  One of the things that I wasn’t such a huge fan of – and that’s purely because of my own viewpoint – was that the game was a little more challenging in parts than what I would have liked. For example, some of the double jumps require absolute precision as it is super easy to fall just short of the mark. You wont necessarily die as a consequence but you can get stuck in places for an inordinate amount of time. I’d argue that the controls aren’t quite as tight as what they could be but that may just be subjective. In regards to the controls this is another game that is at the mercy of the Xbox One controller and Unity engine conflict with the game forcing me to roll back my drivers to a much earlier version in order to play. I wish that this was an issue that would be repaired by the Unity developers because it is a source of constant aggravation with their engine.  A review of the game would be remiss if I failed to mention just how much gameplay there is in the game and how many hidden pathways there are that often lead to lucrative awards in the shape of coins that enable the player to purchase things such as additional hearts (life) from the storekeeper that you can find before each level.  A very reasonable platformer and a game that I am quite happy to recommend. The game has a ten percent discount until April 23rd on the Steam store.",1,1
233250,Planetary Annihilation,All i can say is this game is hard,1,0
105600,Terraria,"A really good game for 2 people or more. It will span hours of your time easily if you enjoy it. It will also make you very angry with all of the BS that goes on, fall damage, poison, and the like.",1,0
312530,Duck Game,"One of the best party games I've played, couldn't recommend it more.",1,0
260230,Valiant Hearts: The Great War™ / Soldats Inconnus : Mémoires de la Grande Guerre™,"Very touching story with great music to support it! Although short in duration, a masterpiece that is essential for every collection.",1,0
232090,Killing Floor 2, Early Access Review,1,0
355180,Codename CURE, Early Access Review,1,0
570,Dota 2,If you have no life.... Play this game,1,1
449540,There's Poop In My Soup,"This Game is just marvellous, you can poop in other people's soup and enjoy great music while doing so! If it's for sale, buy it and enjoy it at least 5 minutes! Totally worth your time ;) (Only recommended for people with issues)",1,0
282800,100% Orange Juice,"Ever wanted to play a game where you play as a dog girl watching a cat lady shoot santa until she dies?  ...No, I swear I'm sane.  Well, If you want an adorable form of that, then this ga- POPPO GET BACK HERE WITH MY STARS!",1,0
48000,LIMBO,"Prince of Persia with a hefty dose of tenebrism, this game will give you nightmares -- and you'll love it. The animation and controls are both simple and fluid. It's easy to emphasize with the protagonist, lost and alone in a dark world where everything is trying to kill you. Unlocking the secret area by finding all the shiny orbs just kicks it up to 11...",1,0
219150,Hotline Miami,"This game came way out of left field for me but is certainly worth owning and supporting. Several reviews are calling it one of the most important games of the year-- a kind of simple philosophical gemthat takes an interesting turn on dealing with identity and the value of life (among other issues) through senseless mass murder and a purposefully disparate and barebones storyline. But whether or not the game makes you think, it does provide a great time learning to quickly massacre rooms full of thugs out to kill you. It's quick twitch, it's retro, it's gory, and it's simple in some of the best ways. It has a killer sountrack of pumping techy beats that are both gloomy and adrenaline-firing. This is a bit of a masterclass in game design in terms of having every element contribute something to the overall sense and experience that the game aims to provide. Whether it really shoots at deeper issues will be up to you to decide, but at least you'll have a blust busting jaws. 9/10.",1,0
236110,Dungeon Defenders II, Early Access Review,1,0
67370,The Darkness II,This game is the construct of Chuck Norris's beard. It is the sole heir to all creation. The only true purpose of life. Only the most purest of disciples may be able to handle such raw power in the finest form. I beseech you to only dare try this game if you're ready for everything you know to be proven wrong and be granted a new purpose in life.,1,0
411630,Wicked Witches,"What can be said about Wicked Witches? put simply, alot...  Wicked witches has a great concept for playing the bad guy(GIRL). It has flavour, aesthetic and enjoyable game play mechanics with childrens fairy tales from a sinister perspective.  However, it feels very unpolished for being released, there is a lot of UI bugs, multiple grammatical errors in scripting (Grammer nazis be warned) and the narrative plot seems very.... bare. Quite simply, it has a quick and understandable backstory, but a lot of the plot feels more like 'I don't like this, destroy that', but this game is about vengeance aganinst the world so why not destroy everything.  To Praise:  - well thought out environment features, destructible buildings and morphable environments  - fun character &amp; weapon design  - every little detail the game devs worked on  Things of note:  - again, UI errors, some grammer issues in script...  - some effects like the building destruction fire can cause serious lag when enmasse, AKA The Witch of Bellechasse level with three towns, lots of destroyed buildings fires = lots of CPU used creating lag  - unit damage ratios and health, it's usually easy to die, implementing a difficulty setting that affects health and damage ratios wouldn't hurt the game for different player types.  Overall, this game gets a praise from me as it was just plain silly fun and I had a blast playing through destroying the peasant rabble. Definantly worth a play for gamers that like the reverse role and want to see the world BURN!!!  See how we did here:  https://www.youtube.com/watch?v=x5IMBmwI3bM ",1,0
17570,"Pirates, Vikings, & Knights II",Be A Pirate ! Arrrrr ! Be A Viking ! AAAAAAAAAAAAAA ! Be A Knight ! I'm Gonna Save You !    Play This It's Free And Good Multiplayer Game ... It's Best MEDIEVAL multiplayer action fighting game dude guy man ... SOMETHING   Download It!,1,0
233610,Distance, Early Access Review,1,0
105600,Terraria,better than minecraft,1,0
244730,Divekick,One of the STUPIDEST fighting games ever. And it knows it is   I mean a two buttoned fighting game? Like holy ♥♥♥♥ they made it as over the top and stupid as possible. Only down side though is this should be a lot cheaper. Like 5 at most.    I mean other than that there's really not much else to do or replay just more of a one time thing.,1,0
223710,Cry of Fear,Scary,1,0
245170,Skullgirls 2nd Encore,"Yes, I am reviewing it after barely any playtime, but I do have a good reason for it.  Skullgirls is a fighting game developed by Lab Zero, directed by some of the biggest genre enthusiasts like Mike Z, with a unique art style, original characters with interesting fighting styles and jam-packed with references to other video games, anime, TV shows and whatnot.  Let's start with the graphics, or rather, the art style. It has that cartoonish, rough feel to it - most of the story art looks a little sketchy, but the in-game sprites themselves are amazingly detailed, and even the stage lighting visibly affects them. Also, the female characters are rather... fanservicey at times, which actually does kind of complement how everyone is drawn.  The sound effects for hitting enemies are immensely satisfying, and the music is some of the best I've heard in fighting games (though it's not nearly as diverse as for example what games like BlazBlue or Guilty Gear have to offer). It's overall very good in that department.  Each character is unique and has his or her own mechanics and fighting style, often very unorthodox with what we've seen in other fighting games. On one hand this makes them feel fresh, on the other this makes learning them a tad bit harder.  Unfortunately, I can't say the same about the Story Mode. While DLC characters indeed get much more fleshed-out storylines, the ones that belong to the vanilla characters are very lackluster and short in comparison. You don't really get too much narrative about who they are or what they're doing - and it's a shame, considering the setting of the game is just begging to be explored.  Also, I can't forget about the biggest issue: the PC port of 2nd Encore got skewed rather badly, as it's missing two modes in comparison to the console versions - Challenge Mode and most worryingly Trial Mode.  Trial Mode is, putting it simply, a 'perform shown combo' mode that teaches you how to combo as a specific character. Considering this is a rather complex fighting game, being able to effectively perform combos is a must if you wanna play on any considerable level, at least in online matches. It eases you into a character and puts some groundwork for you to get better, familiarize with how general comboing works, and then proceed to try and use your intuition and knowledge to learn the character more deeply and finally master it. And since the PC version lacks it, you don't actually get that kickstarter. All you get is a short tutorial on how each single special and super of a character works and that's it, you're off to figure out everything on your own, when you have barely any knowledge about the character, don't know what can cancel into what, making it frustratingly difficult to actually start out.  Now a mode like this wasn't included in older fighting games, but we're not 'older' here. BlazBlue, Street Fighter, Guilty Gear - all the newest iterations of those fighting game franchises do include a mode like this, that actually teaches you combos. Meanwhile, Skullgirls lacks it, which is what kills the game for me - I am forced to either spend hours upon hours figuring out how to combo myself with no prior knowledge about the character, or just give up. I know you can just look up some combos online, but it isn't the same or nearly as convenient as an in-game mode that does the same, with more readable inputs that actually show up on the screen, as well as a possible demonstration on how it actually should look like by the A.I.  I am not going to speak about the balance in this game as I don't think I played it for a long enough time to actually judge it to any extent.  I really don't want to give this game a negative review, but I can't enjoy a game that refuses to teach me how to play it. Especially that it's a clearly inferior port in comparison to the console versions. Taking into account those factors, my verdict couldn't possibly be positive. On the other hand, it can be just as easily changed IF they add the missing modes to the PC version.  @EDIT: Gonna clarify that 2nd Encore now does possess the combo-teaching mode... but it's locked behind a paywall. Definitely even more of a reason not to come back.",-1,1
242760,The Forest, Early Access Review,1,0
244850,Space Engineers, Early Access Review,1,0
298240,War Trigger 3,"What a cack game, not worth the wait it takes to download.",-1,1
105600,Terraria,Who needs a sword when you got dem yoyos.,1,0
385730,WWE 2K16,"Fun game, not a lot of people playing online though. Too bad :/",1,0
238460,BattleBlock Theater,"Gameplay is phenominal, story is compelling, animation is awesome. Buy it.",1,0
368180,Polyball, Early Access Review,1,0
307050,Shan Gui,"most bobmastick game evur  11/9 that plot, that ... everything, would bang and things like that and remember just to left click REKT",1,1
113400,APB Reloaded,"Pay2win, car controls are garbage, extremely CPU and Memory intensive for very poor graphic quality. Enforcer criminal catching functionality is extremely unrewarding and labour intensive.",-1,0
335300,DARK SOULS™ II: Scholar of the First Sin,"So i'm roughly 7 hours into the game while writing this and I must say I have been entertained thus far with what they have done. I know most of the Reviews here are regarding the price upgrade and how its not worth it because of how little the changes are, but there have been a few so far that are very noticable. Coming form some a person who has played both versions of the game I have to say I like this one better.   In my opion it has been imporved in a few ways. first it seems to me like the game mechanics are a lot smoother now and the new enemy placement is okay. For a verteran player its nothing that will really catch you off guard. There has been changes to the areas as well, such as new item placement and new features (a new path can be opened that wasnt in the original version). As far as the graphics are concered I haven't really noticed much of a difference. There are some places that I have been where the lighting is greatly improved.   Overall if your new to the series and want to play it I would reccomend it. If your a verteran and want a new experience look at the upgrade like buying a dlc for the game.",1,0
261640,Borderlands: The Pre-Sequel,"It feels like a re-hash of Borderlands 2, but with characters that i like less, bosses i like less, and an environment that i truly hate. Not to mention the added annoyance of having to find oxygen resupply stations/geysers every minute or so; and the giant pits of death and super rocky/ uneven terrain that take all of the fun out of driving for me. I'm a huge fan of Borderlands, but i just don't enjoy this game at all.",-1,1
521200,Epic Battle Fantasy 3,"+ Good characters, funny story, great battle system, beautiful animations - Monoliths, Monoliths, Monoliths, Monoliths, COMIC SAAAAAAAAAAAAAAAAAAAANS",1,0
233150,LUFTRAUSERS,"Its fun for a few hours. The different combinations of plane parts doesnt really offer that much in terms of replayability. Even if its overrated Its definitely a good game, but its also terribly overpriced.",-1,0
333930,Dirty Bomb,"Well concept of this game is not bad, it have good optimalization, buuuut it have poor balance. Enemy just came to my spawn put some turrets and BAM! a lot of kills for him",-1,1
221100,DayZ, Early Access Review,1,0
233450,Prison Architect,"Awesome little game and the shining light for any aspiring EA developer. The game does exactly what you expect, you can build a prison and then manage it.  The campaign functions well as a good tutorial to the game.   I wish there were more grant objectives in the main game, but there are enough to keep you interested for a long time.  There are a few bugs that crop up every now and again, but I've found that they usually right themselves if you save and reload the map. This happens to me maybe once every 30-40 hrs and only on my largest prisons.   Also, if you want multiples of some buildings in your prison, the AI can do some stupid things (like have 20 cooks at one kitchen, instead of 10 working in each of the two kitchens. I would like the ability to assign staff to certain work areas (the same way you can assign prisoners to certain work areas). But these really are minor gripes.  If you like management sims or even city builders, you will probably get a lot of enjoyable gaming hours from Prison Architect.  8/10.",1,0
220,Half-Life 2,Finally played this - it is awesome. :),1,0
241930,Middle-earth™: Shadow of Mordor™,Great game if you give it some time. Fighting is smooth and quick but still challenging and story is pretty decent.,1,0
318220,Enforcer: Police Crime Action,"I hesitated alot after reading some reviews and watching some videos. I have a lot of respect for the emergency services world. But after finally deciding in picking it up, I was very impressed. Yes it does have some glitches, but thats just a small pasive issue for me. Thumbs up, I get to work as an emergency servies operator for my career, and play officer at home :).",1,0
252490,Rust, Early Access Review,1,1
207570,English Country Tune,"Pretty fun game if you are good at IQ based puzzles. Unfortunately, I'm challenged in that area, but I still had a bit of fun in the easier levels.",1,0
200170,Worms Revolution,"Worms game with online play. It's cool, but not really anything new.",-1,0
227940,Heroes & Generals, Early Access Review,-1,0
24980,Mass Effect 2 (2010),MaleShep is BestShep,1,0
400740,VERGE:Lost chapter,"  Not worth money at all. Would be understandable if it was some dude's college project. But this is a sad excuse of a horror game. Textures did not load correctly, framerate dropped like crazy, and the loading times were slow.",-1,0
107100,Bastion,Pretty cool and fun game. The narrator is great with a lot of funny comments and the gameplay is all right.,1,0
219740,Don't Starve,"this game is one of the most amazing survival games in my opinion it adds the elements of suspense and the fast paced action of the day and night cycle gather the supllies with very limited time.this game provides hours of gameplay.the xp,winter,and adventure mode give this game an objective too.but what makes this game over the top amazing is the workshop content.with all the player model additions and new items you will never...EVER lose interest in this game 10/10",1,0
209080,Guns of Icarus Online,is stressfully good.,1,0
395520,Missing Translation,"Started playing this game to kill sometime, not expecting much. What i got was a diffrent puzzler game. The game has kinda of a wierd and intresting feeling to it. The music adds to the strange feeling, and the black and white theme. The puzzles ive played so far have 25 levels. The game does not have a tutorial and lets you figure things out yourself. The puzzles are kinda of addicting, but some of them make my eyes go crazy 0_0 (boot this badboy up and you will see what i mean). The puzzles are addicting and have the old, 'just one more level' feeling. i always get a sense of pride once i finish a tough puzzle.  Dear Devs, please hold my hand on the 15th puzzle in the begining. From Captain guinea pig luigi(A.K.A BIG BOSS HOG)  10/10 would ask a developer to hold my hand again",1,0
230410,Warframe,all around good fun,1,0
365300,Transmissions: Element 120,Short and Fun experience inside the Half-Life Universe. Excellently crafted and well worth the play!,1,0
